Rk,Squad,Comp,Pl,Age,Poss,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_GPK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_GPK,Per_90_Minutes_G+APK,Season,Competition,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl_2,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxGSoT,Expected_PSxG+,Expected_90,Launched_Cmp,Launched_Att,Launched_Cmp_2,Passes_Att_GK,Passes_Thr,Passes_Launch,Passes_AvgLen,Goal_Kicks_Att,Goal_Kicks_Launch,Goal_Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp_2,Sweeper_OPA,Sweeper_OPA90,Sweeper_AvgDist,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS_2,Penalty_Kicks_PKatt,Penalty_Kicks_PKA,Penalty_Kicks_PKsv,Penalty_Kicks_PKm,Penalty_Kicks_Save,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Total_Cmp,Total_Att,Total_Cmp_2,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp_2,Medium_Cmp,Medium_Att,Medium_Cmp_2,Long_Cmp,Long_Att,Long_Cmp_2,Ast,AxAG,KP,13,PPA,CrsPA,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Playing_Time_MnMP,Playing_Time_Min_2,Starts_Starts,Starts_MnStart,Starts_Compl,Subs_Subs,Subs_MnSub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+,Team_Success_+90,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,TakeOns_Att,TakeOns_Succ,TakeOns_Succ_2,TakeOns_Tkld,TakeOns_Tkld_2,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_13,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT_2,Standard_Sh90,Standard_SoT90,Standard_GSh,Standard_GSoT,Standard_Dist,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_2,xAG,Expected_xA,Expected_AxAG,PrgP,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+,Team_Success_xG_xG+90,Carries_PrgC,Receiving_Rec,Receiving_PrgR,Standard_FK,Expected_npxGSh,Expected_GxG,Expected_npGxG
44.0,Lazio,it Serie A,24,28.6,52.1,38.0,418.0,3420.0,38.0,59.0,37.0,96.0,53.0,6.0,8.0,87.0,2.0,1.55,0.97,2.53,1.39,2.37,2022-2023,Big 5 European Leagues,38.0,582.0,349.0,261.0,234.0,87.0,277.0,625.0,44.3,348.0,437.0,126.0,311.0,310.0,892.0,606.0,8.0,760.0,20.0,576.0,56.0,44.0,43.0,32.0,9.0,103.0,2.71,78.0,3.0,6.0,11.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,400.0,471.0,54.0,483.0,310.0,349.0,6.0,2.0,1.0,18135.0,21629.0,83.8,293491.0,106673.0,9434.0,10386.0,90.8,6408.0,7337.0,87.3,1635.0,2620.0,62.4,37.0,,325.0,1214.0,283.0,44.0,21629.0,19809.0,1766.0,540.0,55.0,135.0,483.0,680.0,169.0,71.0,76.0,0.0,18135.0,54.0,330.0,90.0,100.0,418.0,82.0,267.0,149.0,21.0,328.0,1.95,60.0,30.0,30.0,0.79,25453.0,2536.0,8100.0,12315.0,5243.0,769.0,25445.0,612.0,285.0,46.6,239.0,39.1,14379.0,73160.0,36610.0,484.0,182.0,528.0,290.0,,59.0,430.0,161.0,37.4,11.32,4.24,0.12,0.33,17.8,6.0,8.0,51.1,44.9,34.3,79.2,683.0,1381.0,1.35,0.9,2.25,1.18,2.08,1979.0,399.0,381.0,51.2,34.3,30.0,2.7,1381.0,51.1,41.3,9.8,0.26,683.0,18009.0,1368.0,14.0,0.11,7.9,8.1
,Lecce,it Serie A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,5.0,2.0,6.0,3.0,43.5,0.24,0.5,0.01,194.0,721.0,26.9,869.0,143.0,57.1,42.1,289.0,77.9,52.8,534.0,23.0,4.3,42.0,1.11,14.1,46.0,1.21,156.0,112.0,73.7,8.0,12.0,18.0,6.0,15.8,6.0,5.0,1.0,0.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,Lecce,it Serie A,29,24.8,41.3,38.0,418.0,3420.0,38.0,31.0,21.0,52.0,27.0,4.0,6.0,86.0,2.0,0.82,0.55,1.37,0.71,1.26,2022-2023,Big 5 European Leagues,38.0,705.0,427.0,347.0,259.0,99.0,319.0,619.0,51.5,300.0,486.0,112.0,374.0,368.0,1073.0,826.0,4.0,699.0,18.39,483.0,84.0,43.0,42.0,38.0,9.0,50.0,1.32,38.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,553.0,439.0,68.0,709.0,368.0,427.0,4.0,6.0,3.0,10083.0,14358.0,70.2,188701.0,76019.0,4285.0,5217.0,82.1,4134.0,5229.0,79.1,1351.0,3015.0,44.8,21.0,,313.0,965.0,218.0,79.0,14358.0,12384.0,1906.0,504.0,23.0,175.0,709.0,858.0,172.0,56.0,61.0,0.0,10083.0,68.0,315.0,90.0,100.0,418.0,81.0,232.0,184.0,20.0,347.0,0.95,33.0,46.0,-13.0,-0.34,18839.0,2129.0,6291.0,8105.0,4660.0,606.0,18833.0,559.0,240.0,42.9,245.0,43.8,9286.0,51693.0,25319.0,366.0,119.0,626.0,329.0,,31.0,412.0,106.0,25.7,10.84,2.79,0.07,0.25,18.8,4.0,6.0,36.3,31.6,25.3,56.9,514.0,1232.0,0.95,0.67,1.62,0.83,1.5,2120.0,567.0,728.0,43.8,25.3,20.6,-4.3,1232.0,36.3,42.4,-6.1,-0.16,514.0,9976.0,1219.0,14.0,0.08,-5.3,-4.6
,Leeds United,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,5.0,1.0,7.0,1.0,64.1,0.32,-12.9,-0.34,124.0,520.0,23.8,883.0,214.0,40.8,41.1,275.0,58.2,44.1,475.0,36.0,7.6,69.0,1.82,11.6,78.0,2.05,185.0,108.0,60.5,7.0,10.0,21.0,5.0,13.2,6.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,Leeds United,eng Premier League,29,25.3,47.0,38.0,418.0,3420.0,38.0,45.0,31.0,76.0,44.0,1.0,3.0,89.0,3.0,1.18,0.82,2.0,1.16,1.97,2022-2023,Big 5 European Leagues,38.0,840.0,480.0,376.0,343.0,121.0,412.0,870.0,47.4,458.0,536.0,131.0,405.0,392.0,1232.0,734.0,18.0,783.0,20.61,535.0,99.0,32.0,54.0,48.0,15.0,69.0,1.82,43.0,7.0,4.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,467.0,405.0,60.0,653.0,392.0,480.0,2.0,6.0,1.0,12437.0,16924.0,73.5,206567.0,84295.0,6115.0,7225.0,84.6,4782.0,5973.0,80.1,1072.0,2528.0,42.4,31.0,,337.0,1086.0,270.0,70.0,16924.0,14953.0,1911.0,484.0,41.0,87.0,653.0,837.0,199.0,93.0,68.0,4.0,12437.0,60.0,414.0,90.0,100.0,418.0,82.0,260.0,157.0,21.0,185.0,0.82,48.0,78.0,-30.0,-0.79,21642.0,2125.0,6971.0,9290.0,5587.0,796.0,21639.0,689.0,269.0,39.0,328.0,47.6,11343.0,55029.0,27060.0,379.0,146.0,602.0,421.0,,45.0,459.0,141.0,30.7,12.08,3.71,0.1,0.31,16.6,1.0,3.0,47.3,44.9,31.8,76.7,555.0,1429.0,1.24,0.84,2.08,1.18,2.02,2206.0,586.0,607.0,49.1,31.8,27.3,-0.8,1429.0,47.3,67.1,-19.8,-0.52,555.0,12330.0,1418.0,19.0,0.1,-2.3,-0.9
,Leicester City,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,4.0,4.0,8.0,5.0,55.4,0.29,-7.6,-0.2,132.0,497.0,26.6,1004.0,203.0,34.5,37.2,311.0,48.6,38.6,558.0,36.0,6.5,48.0,1.26,10.3,68.0,1.79,178.0,113.0,64.0,9.0,7.0,22.0,7.0,18.4,5.0,4.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,Leicester City,eng Premier League,28,26.1,47.7,38.0,418.0,3420.0,38.0,49.0,36.0,85.0,46.0,3.0,6.0,63.0,2.0,1.29,0.95,2.24,1.21,2.16,2022-2023,Big 5 European Leagues,38.0,699.0,412.0,345.0,291.0,63.0,308.0,677.0,45.5,369.0,517.0,170.0,347.0,367.0,1066.0,777.0,12.0,744.0,19.58,540.0,52.0,50.0,50.0,38.0,14.0,87.0,2.29,59.0,2.0,8.0,8.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,410.0,397.0,83.0,496.0,367.0,412.0,5.0,5.0,5.0,14887.0,18871.0,78.9,249219.0,89055.0,7245.0,8221.0,88.1,6087.0,7165.0,85.0,1165.0,2422.0,48.1,36.0,,319.0,1142.0,220.0,52.0,18871.0,17049.0,1739.0,464.0,76.0,93.0,496.0,724.0,135.0,70.0,41.0,6.0,14887.0,83.0,393.0,90.0,100.0,418.0,82.0,278.0,138.0,23.0,203.0,0.89,51.0,68.0,-17.0,-0.45,23124.0,2681.0,8409.0,10293.0,4641.0,688.0,23118.0,623.0,294.0,47.2,245.0,39.3,12503.0,63356.0,31619.0,363.0,175.0,548.0,313.0,,49.0,412.0,142.0,34.5,10.84,3.74,0.11,0.32,17.7,3.0,6.0,50.5,45.7,38.4,84.1,580.0,1304.0,1.33,1.01,2.34,1.2,2.21,2013.0,512.0,558.0,47.9,38.4,26.3,-2.4,1304.0,50.5,63.3,-12.8,-0.34,580.0,14797.0,1294.0,14.0,0.11,-1.5,0.3
,Lens,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3.0,0.0,6.0,1.0,34.0,0.24,6.0,0.16,183.0,449.0,40.8,1059.0,145.0,37.1,36.8,215.0,26.0,27.8,404.0,35.0,8.7,41.0,1.08,8.2,29.0,0.76,129.0,101.0,79.8,25.0,9.0,4.0,15.0,39.5,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,Lens,fr Ligue 1,29,26.4,55.6,38.0,418.0,3420.0,38.0,66.0,49.0,115.0,60.0,6.0,9.0,63.0,3.0,1.74,1.29,3.03,1.58,2.87,2022-2023,Big 5 European Leagues,38.0,540.0,323.0,225.0,238.0,77.0,262.0,570.0,46.0,308.0,401.0,112.0,289.0,339.0,879.0,559.0,7.0,921.0,24.24,681.0,80.0,50.0,49.0,40.0,21.0,116.0,3.05,85.0,8.0,9.0,6.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,492.0,481.0,62.0,791.0,339.0,323.0,7.0,3.0,1.0,17809.0,21203.0,84.0,307973.0,105609.0,7942.0,8840.0,89.8,7624.0,8652.0,88.1,1618.0,2642.0,61.2,49.0,,395.0,1547.0,354.0,105.0,21203.0,19476.0,1665.0,556.0,53.0,111.0,791.0,623.0,204.0,80.0,87.0,1.0,17809.0,62.0,311.0,90.0,100.0,418.0,82.0,247.0,169.0,18.0,173.0,2.21,68.0,29.0,39.0,1.03,24935.0,2026.0,6456.0,12750.0,5964.0,841.0,24926.0,666.0,326.0,48.9,255.0,38.3,19150.0,112844.0,52786.0,732.0,160.0,526.0,302.0,,66.0,518.0,177.0,34.2,13.63,4.66,0.12,0.34,16.4,6.0,9.0,66.7,59.8,47.4,107.2,738.0,1829.0,1.76,1.25,3.0,1.57,2.82,1975.0,406.0,369.0,52.4,47.4,45.6,1.6,1829.0,66.7,43.5,23.2,0.61,738.0,17645.0,1821.0,6.0,0.12,-0.7,0.2
,Leverkusen,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,7.0,1.0,5.0,2.0,42.7,0.25,-4.3,-0.13,121.0,384.0,31.5,887.0,155.0,32.8,30.3,259.0,35.9,32.5,410.0,28.0,6.8,27.0,0.79,13.0,49.0,1.44,146.0,99.0,71.2,14.0,8.0,12.0,9.0,26.5,7.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,Leverkusen,de Bundesliga,27,24.7,52.0,34.0,374.0,3060.0,34.0,57.0,44.0,101.0,52.0,5.0,7.0,75.0,7.0,1.68,1.29,2.97,1.53,2.82,2022-2023,Big 5 European Leagues,34.0,494.0,280.0,242.0,206.0,46.0,236.0,421.0,56.1,185.0,358.0,99.0,259.0,294.0,788.0,599.0,12.0,792.0,23.29,576.0,59.0,57.0,47.0,42.0,11.0,105.0,3.09,72.0,3.0,15.0,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,382.0,409.0,51.0,461.0,294.0,280.0,6.0,7.0,2.0,14683.0,18206.0,80.6,247352.0,87593.0,7075.0,8019.0,88.2,5908.0,6837.0,86.4,1279.0,2372.0,53.9,44.0,,349.0,926.0,230.0,48.0,18206.0,16529.0,1626.0,468.0,59.0,72.0,461.0,678.0,139.0,66.0,49.0,0.0,14683.0,51.0,298.0,90.0,100.0,374.0,82.0,218.0,150.0,20.0,155.0,1.47,57.0,49.0,8.0,0.24,21877.0,2184.0,7160.0,10575.0,4338.0,702.0,21870.0,714.0,352.0,49.3,268.0,37.5,12070.0,67165.0,36395.0,469.0,187.0,524.0,327.0,,57.0,432.0,160.0,37.0,12.71,4.71,0.12,0.33,17.4,5.0,7.0,51.4,46.0,38.9,85.0,678.0,1243.0,1.51,1.15,2.66,1.35,2.5,1918.0,430.0,492.0,46.6,38.9,36.4,5.1,1243.0,51.4,42.8,8.6,0.25,678.0,14558.0,1232.0,16.0,0.11,5.6,6.0
,Lille,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,4.0,2.0,3.0,3.0,39.2,0.28,-1.8,-0.05,82.0,316.0,25.9,963.0,148.0,27.5,29.4,198.0,25.8,26.8,382.0,27.0,7.1,34.0,0.89,13.5,44.0,1.16,122.0,80.0,67.2,19.0,10.0,9.0,10.0,26.3,5.0,4.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,Lille,fr Ligue 1,26,26.0,60.5,38.0,418.0,3420.0,38.0,65.0,40.0,105.0,54.0,11.0,12.0,82.0,1.0,1.71,1.05,2.76,1.42,2.47,2022-2023,Big 5 European Leagues,38.0,635.0,370.0,266.0,265.0,104.0,314.0,658.0,47.7,344.0,390.0,74.0,316.0,301.0,936.0,543.0,13.0,996.0,26.21,735.0,79.0,50.0,70.0,51.0,11.0,111.0,2.92,76.0,6.0,2.0,15.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,497.0,480.0,64.0,624.0,301.0,370.0,10.0,5.0,3.0,19266.0,22826.0,84.4,325045.0,109059.0,8924.0,9956.0,89.6,8012.0,8981.0,89.2,1622.0,2635.0,61.6,40.0,,421.0,1602.0,398.0,61.0,22826.0,20992.0,1770.0,555.0,56.0,124.0,624.0,718.0,217.0,81.0,76.0,1.0,19266.0,64.0,398.0,90.0,100.0,418.0,84.0,276.0,142.0,19.0,194.0,1.76,65.0,44.0,21.0,0.55,26767.0,2074.0,7054.0,13386.0,6573.0,1010.0,26755.0,826.0,400.0,48.4,330.0,40.0,20538.0,112069.0,52803.0,705.0,206.0,537.0,398.0,,65.0,545.0,201.0,36.9,14.34,5.29,0.1,0.27,16.8,11.0,12.0,68.7,60.0,46.4,106.5,798.0,1982.0,1.81,1.22,3.03,1.58,2.8,2138.0,440.0,463.0,48.7,46.4,52.2,-6.4,1982.0,68.7,40.5,28.2,0.74,798.0,19056.0,1959.0,16.0,0.12,-3.7,-6.0
,Liverpool,eng Premier League,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,2.0,0.0,0.0,2.0,54.1,0.33,9.1,0.24,118.0,285.0,41.4,1258.0,217.0,18.4,24.3,215.0,24.7,29.9,400.0,23.0,5.8,89.0,2.34,9.0,47.0,1.24,157.0,111.0,71.3,19.0,10.0,9.0,14.0,36.8,4.0,2.0,1.0,1.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,Liverpool,eng Premier League,28,27.4,60.8,38.0,418.0,3420.0,38.0,71.0,58.0,129.0,69.0,2.0,4.0,57.0,1.0,1.87,1.53,3.39,1.82,3.34,2022-2023,Big 5 European Leagues,38.0,590.0,370.0,228.0,250.0,112.0,281.0,651.0,43.2,370.0,350.0,74.0,276.0,333.0,923.0,568.0,20.0,1046.0,27.53,778.0,85.0,56.0,75.0,33.0,19.0,129.0,3.39,97.0,9.0,7.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,405.0,321.0,84.0,799.0,333.0,370.0,3.0,4.0,2.0,20043.0,24361.0,82.3,352929.0,120466.0,9023.0,10114.0,89.2,8561.0,9758.0,87.7,1962.0,3283.0,59.8,58.0,,458.0,1615.0,452.0,85.0,24361.0,22466.0,1811.0,416.0,103.0,198.0,799.0,860.0,235.0,56.0,155.0,1.0,20043.0,84.0,383.0,90.0,100.0,418.0,82.0,253.0,164.0,20.0,178.0,1.76,75.0,47.0,28.0,0.74,28398.0,2310.0,8119.0,13329.0,7149.0,1252.0,28394.0,693.0,323.0,46.6,281.0,40.5,17148.0,82470.0,41527.0,569.0,234.0,584.0,413.0,,71.0,601.0,203.0,33.8,15.82,5.34,0.11,0.34,16.2,2.0,4.0,71.5,68.4,55.6,124.1,719.0,1992.0,1.88,1.46,3.35,1.8,3.26,2211.0,482.0,455.0,51.4,55.6,52.3,2.4,1992.0,71.5,50.8,20.7,0.55,719.0,19921.0,1974.0,7.0,0.12,-0.5,0.6
,Lorient,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,2.0,2.0,6.0,1.0,52.4,0.28,0.4,0.01,142.0,404.0,35.1,852.0,186.0,32.9,29.5,349.0,35.5,30.5,725.0,33.0,4.6,16.0,0.42,10.6,53.0,1.39,182.0,130.0,72.0,15.0,10.0,13.0,8.0,21.1,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,Lorient,fr Ligue 1,30,25.2,46.6,38.0,418.0,3420.0,38.0,49.0,32.0,81.0,45.0,4.0,6.0,48.0,4.0,1.29,0.84,2.13,1.18,2.03,2022-2023,Big 5 European Leagues,38.0,736.0,420.0,409.0,244.0,83.0,315.0,690.0,45.7,375.0,484.0,141.0,343.0,369.0,1105.0,849.0,17.0,705.0,18.55,505.0,43.0,66.0,38.0,38.0,15.0,86.0,2.26,52.0,6.0,15.0,5.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,397.0,501.0,49.0,434.0,369.0,420.0,5.0,2.0,1.0,14837.0,18087.0,82.0,248618.0,91944.0,6810.0,7694.0,88.5,6246.0,7147.0,87.4,1173.0,2192.0,53.5,32.0,,295.0,994.0,240.0,38.0,18087.0,16255.0,1783.0,540.0,48.0,55.0,434.0,658.0,145.0,60.0,52.0,2.0,14837.0,49.0,334.0,90.0,100.0,418.0,83.0,270.0,145.0,20.0,195.0,1.45,52.0,53.0,-1.0,-0.03,22605.0,2854.0,8346.0,10039.0,4473.0,695.0,22599.0,916.0,406.0,44.3,388.0,42.4,16379.0,97993.0,47864.0,592.0,175.0,596.0,332.0,,49.0,397.0,149.0,37.5,10.45,3.92,0.11,0.3,17.9,4.0,6.0,44.5,39.8,29.4,69.2,753.0,1329.0,1.17,0.77,1.94,1.05,1.82,2019.0,407.0,479.0,45.9,29.4,26.5,2.6,1329.0,44.5,58.2,-13.6,-0.36,753.0,14727.0,1322.0,16.0,0.1,4.5,5.2
,Lyon,fr Ligue 1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,11.0,2.0,5.0,3.0,50.2,0.26,6.2,0.16,126.0,366.0,34.4,1010.0,164.0,29.8,28.7,236.0,27.5,30.2,436.0,25.0,5.7,35.0,0.92,17.2,47.0,1.24,155.0,111.0,76.8,18.0,8.0,12.0,8.0,21.1,11.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,Lyon,fr Ligue 1,29,25.5,58.1,38.0,418.0,3420.0,38.0,63.0,45.0,108.0,57.0,6.0,8.0,61.0,3.0,1.66,1.18,2.84,1.5,2.68,2022-2023,Big 5 European Leagues,38.0,723.0,423.0,306.0,282.0,135.0,367.0,771.0,47.6,404.0,433.0,107.0,326.0,481.0,1204.0,542.0,12.0,902.0,23.74,668.0,67.0,61.0,52.0,39.0,15.0,109.0,2.87,85.0,6.0,3.0,8.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,500.0,453.0,57.0,649.0,481.0,423.0,5.0,11.0,3.0,18956.0,22698.0,83.5,326617.0,110346.0,8477.0,9572.0,88.6,8134.0,9170.0,88.7,1688.0,2738.0,61.7,45.0,,393.0,1575.0,381.0,76.0,22698.0,20857.0,1784.0,521.0,65.0,101.0,649.0,758.0,184.0,71.0,68.0,0.0,18956.0,57.0,395.0,90.0,100.0,418.0,83.0,274.0,141.0,21.0,188.0,1.63,65.0,47.0,18.0,0.47,27048.0,2207.0,7251.0,13396.0,6634.0,1041.0,27040.0,895.0,398.0,44.5,401.0,44.8,20488.0,110348.0,50615.0,719.0,233.0,618.0,371.0,,63.0,511.0,199.0,38.9,13.45,5.24,0.11,0.29,16.7,6.0,8.0,61.1,54.8,45.1,99.9,709.0,1883.0,1.61,1.19,2.8,1.44,2.63,2144.0,452.0,438.0,50.8,45.1,54.5,-0.1,1883.0,61.1,51.6,9.5,0.25,709.0,18817.0,1868.0,18.0,0.11,1.9,2.2
,Mainz 05,de Bundesliga,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,4.0,1.0,5.0,0.0,48.9,0.28,-6.1,-0.18,208.0,613.0,33.9,896.0,184.0,48.3,36.6,250.0,72.0,53.9,479.0,60.0,12.5,61.0,1.79,13.8,55.0,1.62,153.0,95.0,66.7,12.0,10.0,12.0,7.0,20.6,8.0,4.0,3.0,1.0,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
